Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
2358,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 다크 실버
2359,2.0Kg,두께:19mm,멀티 리더기,65Wh,윈도우10 프로,색상: 실버
2360,1.57Kg,두께:18mm,멀티 리더기,,,색상: 실버
2361,1.57Kg,두께:18mm,멀티 리더기,,,색상: 실버
2362,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
2363,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
2364,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
2365,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2366,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2367,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2368,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2369,1.89Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2370,1.89Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2371,1.89Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2372,1.89Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2373,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2374,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2375,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2376,2.19Kg,두께:31.9mm,,,,
2377,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,윈도우10,색상: 블랙
2378,1.72Kg,두께:16.9mm,멀티 리더기,,운영체제 미포함,"색상: 그레이, 블루"
2379,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2380,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2381,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2382,1.4Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 블랙
2383,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,운영체제 미포함,색상: 블랙
2384,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2385,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2386,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2387,1.3Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2388,2.2Kg,두께:20.4mm,,76Wh,운영체제 미포함,색상: 블랙
2389,1.95Kg,두께:19.9mm,,43Wh,윈도우10,색상: 그레이
2390,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
2391,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
2392,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
2393,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
2394,1.3Kg,두께:15.4mm,,37.7Wh,운영체제 미포함,색상: 실버
2395,1.3Kg,두께:15.4mm,,37.7Wh,운영체제 미포함,색상: 실버
2396,1.3Kg,두께:15.4mm,,37.7Wh,운영체제 미포함,색상: 실버
2397,1.83Kg,두께:15.5mm,,83.6Wh,,색상: 그레이
2398,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
2399,,두께:13.9mm,멀티 리더기,30Wh,운영체제 선택(윈도우10 홈/프로),색상: 화이트
2400,,두께:13.9mm,멀티 리더기,30Wh,운영체제 선택(윈도우10 홈/프로),색상: 화이트
2401,,두께:13.9mm,멀티 리더기,30Wh,운영체제 선택(윈도우10 홈/프로),색상: 화이트
2402,,두께:13.9mm,멀티 리더기,30Wh,운영체제 선택(윈도우10 홈/프로),색상: 화이트
2403,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2404,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2405,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2406,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2407,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2408,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2409,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2410,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2411,2.85Kg,두께:26.2mm,,48Wh,운영체제 미포함,색상: 블랙
2412,1.25Kg,두께:14.8mm,,,운영체제 미포함,색상: 그레이
2413,2.0Kg,두께:27.2mm,,33Wh,운영체제 미포함,색상: 블랙
2414,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2415,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2416,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2417,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2418,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2419,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2420,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2421,2.18Kg,두께:24.5mm,멀티 리더기,61.5Wh,윈도우10,
2422,2.18Kg,두께:24.5mm,멀티 리더기,61.5Wh,윈도우10,
2423,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,윈도우10,색상: 블랙
2424,2.7Kg,두께:18.7mm,,76Wh,윈도우10,색상: 블랙
2425,2.7Kg,두께:18.7mm,,76Wh,윈도우10,색상: 블랙
2426,1.84Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 그레이"
2427,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2428,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2429,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2430,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2431,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2432,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,윈도우10,색상: 블랙
2433,1.84Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 그레이, 블랙"
2434,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2435,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2436,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2437,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2438,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2439,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2440,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2441,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2442,1.1Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2443,,두께:13.4mm,멀티 리더기,,운영체제 선택,"색상: 화이트, 블랙"
2444,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,윈도우10,색상: 블랙
2445,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2446,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2447,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2448,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2449,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2450,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2451,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2452,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2453,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2454,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2455,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2456,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2457,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
2458,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,운영체제 미포함,색상: 블랙
2459,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2460,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2461,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2462,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2463,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2464,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2465,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2466,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2467,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2468,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2469,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2470,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2471,,두께:20.8mm,멀티 리더기,,윈도우10,
2472,1.43Kg,두께:19.9mm,,,윈도우10,색상: 화이트
2473,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2474,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2475,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2476,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2477,1.9Kg,두께:19.9mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
2478,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2479,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2480,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2481,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2482,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2483,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2484,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2485,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2486,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 화이트
2487,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2488,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2489,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2490,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2491,3.87Kg,두께:42mm,멀티 리더기,90Wh,윈도우10 프로,색상: 블랙
2492,1.3Kg,두께:17.9mm,,,윈도우10,색상: 실버
2493,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2494,1.55Kg,두께:22mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
2495,2.0Kg,두께:19mm,멀티 리더기,45Wh,운영체제 미포함,색상: 실버
2496,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2497,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2498,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2499,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2500,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2501,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2502,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2503,1.95Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2504,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2505,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2506,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2507,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2508,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2509,1.9Kg,두께:18.8mm,멀티 리더기,42Wh,윈도우10 프로,
2510,2.0~2.3Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
2511,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2512,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2513,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2514,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2515,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2516,2.74Kg,두께:30.85mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2517,,두께:13.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
2518,,두께:13.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
2519,,두께:13.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
2520,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2521,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2522,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2523,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2524,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2525,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2526,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 실버블랙
2527,1.89Kg,두께:20.9mm,멀티 리더기,36Wh,윈도우10,색상: 화이트
2528,2.68Kg,두께:23.7mm,멀티 리더기,60Wh,윈도우10 프로,색상: 블랙
2529,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2530,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2531,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2532,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2533,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2534,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2535,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2536,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2537,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2538,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2539,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2540,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2541,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2542,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
2543,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2544,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2545,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2546,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2547,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2548,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2549,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2550,1.33Kg,두께:18.3mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
2551,1.37Kg,두께:14.9mm,,,,색상: 그레이
2552,1.9Kg,두께:19.9mm,멀티 리더기,45Wh,윈도우10,색상: 블랙
2553,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,윈도우10,색상: 화이트
2554,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2555,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2556,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2557,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2558,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2559,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2560,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2561,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2562,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
2563,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2564,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2565,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,윈도우10,색상: 블랙
2566,1.3Kg,두께:15.4mm,멀티 리더기,37.7Wh,운영체제 미포함,색상: 실버
2567,2.0Kg,두께:20mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
2568,,두께:13.4mm,,30Wh,윈도우10,색상: 화이트
2569,1.68Kg,두께:20mm,멀티 리더기,42Wh,윈도우10,색상: 그레이
2570,1.74Kg,두께:19.9mm,,41Wh,운영체제 미포함,
2571,1.9Kg,두께:19.9mm,,43Wh,윈도우10 프로,색상: 화이트
2572,1.9Kg,두께:19.9mm,,43Wh,윈도우10 프로,색상: 화이트
2573,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2574,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2575,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2576,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2577,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2578,,두께:13.1mm,,41.4Wh,,색상: 그레이
2579,1.85Kg,두께:19.9mm,멀티 리더기,,윈도우10,색상: 그레이
2580,1.85Kg,두께:19.9mm,멀티 리더기,,윈도우10,색상: 그레이
2581,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 실버
2582,1.17Kg,두께:18mm,,37Wh,윈도우10,색상: 블랙
2583,1.88Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2584,1.5Kg,두께:18mm,멀티 리더기,50Wh,윈도우10 프로,색상: 실버
2585,1.12Kg,두께:13.9mm,멀티 리더기,50Wh,윈도우10,색상: 그레이
2586,1.78Kg,두께:22.5mm,,41Wh,운영체제 미포함,색상: 블랙
2587,2.18Kg,두께:23.9mm,멀티 리더기,48Wh,윈도우10 프로,색상: 실버
2588,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2589,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2590,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2591,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2592,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2593,1.8Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버, 레드"
2594,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2595,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2596,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2597,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2598,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2599,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2600,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2601,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2602,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2603,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2604,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2605,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2606,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2607,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2608,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2609,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2610,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2611,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2612,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2613,1.6Kg,두께:19.8mm,,43Wh,리눅스,색상: 블랙
2614,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2615,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2616,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2617,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2618,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2619,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2620,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2621,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
2622,1.68Kg,두께:21.9mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
2623,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,윈도우10,색상: 화이트
2624,2.7Kg,두께:26.6mm,,64Wh,운영체제 미포함,색상: 블랙
2625,1.2Kg,두께:17.9mm,,42Wh,운영체제 미포함,색상: 실버
2626,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 실버
2627,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 실버
2628,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 실버
2629,,두께:14.9mm,멀티 리더기,75Wh,리눅스,색상: 실버
2630,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2631,1.8Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 블랙
2632,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
2633,,두께:13.1mm,,41.4Wh,,색상: 그레이
2634,,두께:13.1mm,,41.4Wh,,색상: 골드
2635,2.85Kg,두께:26.2mm,,66Wh,운영체제 미포함,색상: 블랙
2636,1.65Kg,두께:19mm,멀티 리더기,,운영체제 미포함,색상: 실버
2637,1.87Kg,두께:22.9mm,멀티 리더기,,윈도우10,"색상: 화이트, 블랙"
2638,1.3Kg,두께:17mm,,50Wh,윈도우10 프로,
2639,1.87Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2640,1.45Kg,두께:18.7mm,멀티 리더기,,운영체제 미포함,"색상: 실버, 핑크, 블루, 레드"
2641,1.78Kg,두께:22.5mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
2642,,두께:15.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2643,,두께:15.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2644,,두께:15.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2645,1.75Kg,두께:21.9mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
2646,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2647,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2648,2.57Kg,두께:24mm,,66Wh,윈도우10,
2649,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
2650,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2651,1.89Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 화이트, 블랙"
2652,,두께:13.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
2653,1.21Kg,두께:13.9mm,,,윈도우10,색상: 그레이
2654,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2655,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2656,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
2657,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
2658,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
2659,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
2660,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
2661,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
2662,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
2663,2.62Kg,두께:30.85mm,멀티 리더기,66Wh,리눅스,색상: 블랙
2664,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2665,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2666,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2667,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2668,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2669,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2670,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2671,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2672,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2673,2.19Kg,,,,,
2674,1.55Kg,두께:22mm,멀티 리더기,33Wh,운영체제 미포함,색상: 골드
2675,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,
2676,1.2Kg,두께:14.7mm,멀티 리더기,,윈도우10,색상: 실버
2677,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2678,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2679,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2680,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2681,1.84Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 그레이"
2682,1.9Kg,두께:18.2mm,멀티 리더기,56Wh,윈도우10 프로,색상: 실버
2683,2.1Kg,두께:16.1mm,,60Wh,윈도우10,
2684,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
