Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
1715,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1716,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1717,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1718,1.3Kg,두께:15.4mm,멀티 리더기,37.7Wh,윈도우10,색상: 실버
1719,2.3Kg,두께:22.9mm,,,리눅스,색상: 블랙
1720,1.49Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블루, 그레이"
1721,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1722,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1723,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1724,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1725,,두께:15.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1726,2.19 Kg,,,,,
1727,1.83Kg,두께:15.5mm,,83.6Wh,,색상: 실버
1728,2.0Kg,두께:20mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
1729,1.31Kg,두께:14.7mm,멀티 리더기,53Wh,윈도우10,색상: 블랙
1730,,두께:14.9mm,,,윈도우10,"색상: 블루, 실버"
1731,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1732,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1733,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1734,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1735,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1736,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1737,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1738,1.37Kg,두께:14.9mm,,,,색상: 실버
1739,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1740,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1741,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1742,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1743,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1744,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1745,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1746,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
1747,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
1748,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
1749,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
1750,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
1751,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1752,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1753,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1754,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1755,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1756,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1757,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1758,2.49Kg,두께:24.4mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
1759,2.11Kg,두께:20mm,,,윈도우10,색상: 실버
1760,2.11Kg,두께:20mm,,,윈도우10,색상: 실버
1761,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1762,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1763,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1764,1.83Kg,두께:15.5mm,,83.6Wh,,색상: 실버
1765,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1766,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1767,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1768,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1769,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1770,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1771,2.4Kg,두께:24.4mm,멀티 리더기,62Wh,운영체제 미포함,
1772,1.85Kg,두께:22.5mm,멀티 리더기,45Wh,윈도우10,색상: 화이트
1773,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1774,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1775,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1776,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1777,1.99Kg,두께:20.9mm,멀티 리더기,48Wh,윈도우10,색상: 화이트
1778,,두께:15.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1779,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1780,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1781,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1782,2.5Kg,두께:25.2mm,멀티 리더기,81.86Wh,운영체제 미포함,색상: 블랙
1783,1.2Kg,두께:17.9mm,,42Wh,운영체제 미포함,색상: 로즈 골드
1784,2.85Kg,두께:26.2mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
1785,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1786,2.1Kg,두께:16.1mm,,60Wh,윈도우10,색상: 블랙
1787,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1788,2.85Kg,두께:26.2mm,,66Wh,운영체제 미포함,색상: 블랙
1789,2.85Kg,두께:26.2mm,,66Wh,운영체제 미포함,색상: 블랙
1790,1.75Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
1791,1.75Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
1792,1.75Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
1793,1.75Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
1794,1.35Kg,두께:17mm,멀티 리더기,,,색상: 실버
1795,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
1796,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
1797,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
1798,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
1799,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
1800,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
1801,1.76Kg,두께:19.9mm,멀티 리더기,,운영체제 미포함,색상: 그레이
1802,1.76Kg,두께:19.9mm,멀티 리더기,,운영체제 미포함,색상: 그레이
1803,1.9Kg,두께:18.9mm,,76Wh,윈도우10,색상: 블랙
1804,,두께:16.9mm,,38Wh,윈도우10,색상: 화이트
1805,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
1806,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
1807,1.83Kg,두께:15.5mm,,83.6Wh,,색상: 그레이
1808,2.4Kg,두께:25.8mm,,48Wh,운영체제 미포함,색상: 블랙
1809,2.4Kg,두께:25.8mm,,48Wh,운영체제 미포함,색상: 블랙
1810,2.4Kg,두께:25.8mm,,48Wh,운영체제 미포함,색상: 블랙
1811,1.87Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 화이트, 블랙"
1812,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1813,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1814,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1815,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1816,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1817,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1818,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1819,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1820,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1821,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1822,1.7Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버. 레드"
1823,1.7Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버. 레드"
1824,1.7Kg,두께:17.95mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 실버. 레드"
1825,1.23Kg,두께:11.6mm,멀티 리더기,52Wh,윈도우10 프로,색상: 화이트
1826,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1827,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1828,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1829,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1830,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,운영체제 미포함,
1831,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1832,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1833,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1834,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1835,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1836,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1837,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1838,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
1839,,두께:13.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
1840,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1841,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1842,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1843,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1844,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1845,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1846,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1847,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1848,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1849,1.2Kg,두께:14.7mm,,53Wh,윈도우10,색상: 실버
1850,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1851,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1852,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1853,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1854,1.56Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1855,2.0Kg,두께:27.2mm,멀티 리더기,33Wh,운영체제 미포함,색상: 블랙
1856,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1857,1.33Kg,두께:14.7mm,멀티 리더기,61Wh,윈도우10,색상: 블루
1858,1.75Kg,두께:19.9mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
1859,1.55Kg,두께:21.9mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
1860,1.55Kg,두께:21.9mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
1861,1.55Kg,두께:21.9mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
1862,1.55Kg,두께:21.9mm,멀티 리더기,33Wh,운영체제 미포함,색상: 그레이
1863,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1864,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1865,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1866,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1867,1.38Kg,두께:15.9mm,멀티 리더기,,운영체제 미포함,"색상: 그레이, 블루"
1868,,두께:15.9mm,,,윈도우10,"색상: 실버, 블루"
1869,,두께:15.9mm,,,윈도우10,"색상: 실버, 블루"
1870,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
1871,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 실버
1872,,두께:14.9mm,,,리눅스,색상: 블랙
1873,1.85Kg,두께:22mm,멀티 리더기,41Wh,운영체제 미포함,
1874,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1875,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1876,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1877,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1878,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1879,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1880,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
1881,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
1882,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
1883,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
1884,1.45Kg,두께:18.5mm,,43Wh,윈도우10,색상: 실버
1885,2.0Kg,두께:18.9mm,멀티 리더기,94Wh,운영체제 미포함,색상: 블랙
1886,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1887,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1888,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1889,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1890,1.21Kg,두께:14.9mm,멀티 리더기,53.2Wh,윈도우10,색상: 실버
1891,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 블랙
1892,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
1893,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1894,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1895,1.37Kg,두께:14.9mm,,,,색상: 실버
1896,1.21Kg,두께:13.9mm,,,윈도우10,
1897,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1898,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1899,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1900,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1901,2.85Kg,두께:26.2mm,,66Wh,운영체제 미포함,색상: 블랙
1902,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1903,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1904,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1905,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1906,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1907,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
1908,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
1909,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
1910,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
1911,1.45Kg,두께:18.5mm,,43Wh,리눅스,색상: 실버
1912,1.3Kg,두께:16.9mm,,50Wh,윈도우10,색상: 블루
1913,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1914,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1915,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 실버
1916,1.3Kg,두께:14.9mm,멀티 리더기,53.2Wh,윈도우10,색상: 실버
1917,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1918,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1919,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1920,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1921,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1922,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1923,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1924,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 화이트
1925,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 화이트
1926,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 화이트
1927,,두께:13.4mm,멀티 리더기,30Wh,윈도우10,색상: 화이트
1928,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1929,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1930,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1931,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1932,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1933,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1934,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1935,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1936,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1937,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1938,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1939,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1940,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1941,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1942,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1943,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1944,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1945,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1946,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1947,2.85Kg,두께:26.2mm,,66Wh,윈도우10,색상: 블랙
1948,1.47Kg,두께:19.9mm,,41Wh,운영체제 미포함,색상: 화이트
1949,1.47Kg,두께:19.9mm,,41Wh,운영체제 미포함,색상: 화이트
1950,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1951,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1952,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1953,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1954,2.5Kg,두께:22.5mm,멀티 리더기,48Wh,윈도우10,
1955,1.45Kg,두께:18.7mm,멀티 리더기,,운영체제 미포함,"색상: 실버, 핑크, 블루, 레드"
1956,1.37Kg,두께:14.9mm,,,,색상: 실버
1957,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
1958,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1959,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1960,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1961,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1962,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1963,1.3Kg,두께:17.9mm,,,운영체제 미포함,색상: 실버
1964,4.8Kg,두께:33.5mm,멀티 리더기,76Wh,윈도우10,색상: 블랙
1965,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1966,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1967,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1968,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1969,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1970,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1971,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1972,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1973,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1974,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1975,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1976,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1977,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1978,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1979,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1980,2.0Kg,두께:27.2mm,,33Wh,운영체제 미포함,색상: 블랙
1981,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1982,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1983,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1984,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1985,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1986,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1987,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1988,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1989,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1990,1.4Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
1991,2.18Kg,두께:19.3mm,멀티 리더기,84Wh,윈도우10,색상: 블랙
1992,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1993,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1994,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1995,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1996,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1997,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1998,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
1999,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2000,,두께:16.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2001,2.0Kg,두께:17mm,멀티 리더기,97Wh,윈도우10 프로,색상: 실버
2002,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
2003,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,리눅스,색상: 실버
